horizon,fold_id,f1,precision,recall,fpr,roc_auc,pr_auc,tp,fp,tn,fn
2,0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0,0,10,10
2,1,0.0,0.0,0.0,0.0,0.7482517482517482,0.6096411164592982,0,0,13,11
2,2,0.0,0.0,0.0,0.0,1.0,1.0,0,0,9,3
2,3,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
2,4,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0,0,5,1
2,5,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,4
2,6,0.0,0.0,0.0,0.0,0.8,0.7708333333333333,0,0,5,4
2,7,0.0,0.0,0.0,0.2,0.13333333333333333,0.30357142857142855,0,1,4,3
2,8,0.0,0.0,0.0,0.0,1.0,0.9999999999999998,0,0,7,7
2,9,0.0,0.0,0.0,0.0,0.5399999999999999,0.5644444444444444,0,0,5,5
2,10,0.0,0.0,0.0,0.0,0.5555555555555556,0.5285714285714286,0,0,9,3
2,11,0.0,0.0,0.0,0.0,0.25,0.41825396825396827,0,0,5,4
2,12,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0,0,10,10
2,13,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0,0,5,1
2,14,0.0,0.0,0.0,0.0,1.0,1.0,0,0,8,8
2,15,0.0,0.0,0.0,0.0,0.8368055555555556,0.8780693843193844,0,0,12,12
2,16,0.0,0.0,0.0,0.0,0.31129476584022037,0.38631695408824424,0,0,33,33
2,17,0.0,0.0,0.0,0.0,0.6944444444444444,0.762037037037037,0,0,6,6
2,18,0.0,0.0,0.0,0.0,0.5833333333333333,0.6590909090909091,0,0,8,6
2,19,0.0,0.0,0.0,0.0,0.14814814814814817,0.19924242424242425,0,0,9,3
2,20,0.2857142857142857,0.16666666666666666,1.0,1.0,0.6,0.3333333333333333,1,5,0,0
2,21,0.0,0.0,0.0,0.0,0.8,0.5,0,0,5,1
2,22,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
2,23,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0,0,5,1
2,24,0.0,0.0,0.0,0.4,0.4,0.25,0,2,3,1
2,25,0.0,0.0,0.0,0.0,0.19999999999999996,0.2,0,0,5,1
2,26,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0,5,0,1
2,27,0.0,0.0,0.0,0.0,0.6,0.3333333333333333,0,0,5,1
2,28,0.0,0.0,0.0,1.0,,,0,6,0,0
2,29,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0,5,0,1
2,30,1.0,1.0,1.0,0.0,1.0,1.0,2,0,5,0
2,31,0.0,0.0,0.0,0.0,0.8,0.5,0,0,5,1
2,32,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0,0,5,1
2,33,0.4,0.25,1.0,0.6,1.0,1.0,1,3,2,0
2,34,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0,5,0,1
2,35,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,0,1,4,1
2,36,0.2857142857142857,0.16666666666666666,1.0,1.0,1.0,1.0,1,5,0,0
